Source,Target,Weight
"organization:5wickets","organization:team pakistan",1
"organization:5wickets","other:t20 world cup 2021 aus",1
"organization:5wickets","place:pakistan",2
"organization:australia","organization:team pakistan",5
"organization:australia","other:t20 world cup 2021 aus",1
"organization:team pakistan","other:t20 world cup 2021 aus",1
"organization:team pakistan","place:pakistan",42
"other:t20 world cup 2021 aus","place:pakistan",1
"organization:ind","organization:t20",9
"organization:ind","person:pak",11
"organization:t20","person:pak",24
"person:hasan","person:shoaib",2
"person:matthew wade","person:pakistansquad",1
"organization:australia","person:wade",42
"organization:pakistan","person:wade",90
"organization:pakistan","person:mohammad amir",2
"person:mohammad amir","place:australia",1
"organization:pakistan players","place:australia",1
"person:abida parveen","person:khawaja sohan halwa",1
"organization:pakistan","person:cummings",1
"organization:pakistan","person:shaheen afridi",32
"person:cummings","person:shaheen afridi",1
"person:shoaib malik","place:pakistan",74
"person:mathew hayden","place:australia",26
"person:mathew hayden","place:pakistan",20
"person:hasan ali","place:wagah border",5
"place:pakistan","place:wagah border",1
"organization:pakistan","person:hassan ali",55
"organization:pakistan","person:mohammed shami",1
"organization:pakistan","place:india",100
"person:hassan ali","person:mohammed shami",2
"person:mohammed shami","place:india",1
"other:australia t20 world cup","person:hasan ali",3
"other:australia t20 world cup","place:pakistan",4
"organization:australia","organization:t20",43
"organization:australia","place:new zealand",73
"organization:pakistan cricket","person:warner",2
"person:baber shaheen hafeez","person:hassan ali",1
"other:world cup","place:india",63
"person:hassan ali","person:shoaib malik",107
"person:mohd rizwan","place:t20is",2
"person:gautam gambhir","place:pakistan",3
"person:hasan","person:matthew wade",2
"person:hasan ali","person:pakistanis",23
"organization:indian institute","organization:ipl",1
"person:hasan ali","person:shaheen shah afridi",15
"other:god","person:hassan ali",11
"other:2017 champions trophy","person:wahab riaz",2
"other:2017 champions trophy","place:india",3
"person:wahab riaz","place:india",2
"person:pakistan🏏","place:australia",1
"organization:cricket","place:india",10
"other:t20 world cup","person:shia muslim",1
"person:hasan ali","person:shia muslim",4
"person:shia muslim","place:pakistan",3
"person:bismah maroof","person:hasan ali",1
"person:bismah maroof","place:pakistan",1
"other:the t20 world cup final","person:matthew wade",1
"person:marsh","person:smith",31
"place:india","place:ipl",2
"place:ipl","place:pakistan",1
"place:india","place:sri lanka",3
"person:mitchell starc","person:rizwan",9
"organization:aus","organization:indians",5
"organization:indians","organization:nz",3
"organization:t20","person:fawad chaudhary",1
"organization:t20","person:imran khan",3
"person:fawad chaudhary","person:imran khan",2
"person:fawad chaudhary","place:dubai",2
"person:imran khan","place:dubai",7
"organization:australia","organization:cricket",1
"organization:australia","organization:india",13
"organization:cricket","organization:india",2
"person:hasan ali","place:india",121
"other:the earth","person:matthew wade",1
"other:the earth","place:pakistan",1
"person:mohd rizwan","person:vvs laxman",1
"organization:pakistani cricket fans","place:australia",1
"person:babar","person:hassan",21
"person:hassan","person:pak",5
"person:stoinis","place:new zealand",9
"person:wade","place:new zealand",16
"place:australia","place:delhi",6
"place:delhi","place:india",11
"place:delhi","place:pakistan",14
"person:matthew wade","person:mike hussey",70
"person:mike hussey","place:australia",39
"person:mike hussey","place:pakistan",36
"other:pakistan cricket team","person:hassan",1
"organization:south africa","place:australia",8
"organization:south africa","place:pakistan",8
"organization:south africa","place:south africa",1
"place:australia","place:south africa",9
"place:pakistan","place:south africa",10
"person:ashwin","person:gambhir",2
"person:ashwin","person:warner",5
"person:gambhir","person:warner",6
"organization:t20 wc","person:matthew wade",1
"organization:t20 wc","person:wicketkeeper",1
"organization:t20 wc","place:pakistan",9
"person:matthew wade","person:wicketkeeper",1
"person:wicketkeeper","place:australia",1
"person:wicketkeeper","place:pakistan",1
"person:pak","place:baluchistan",1
"person:pak","place:t20",3
"place:baluchistan","place:t20",1
"person:hasan ali","person:wasim akram",7
"organization:pakistan cricket","person:rizwan",4
"organization:t20 wc","person:imran khan",1
"organization:t20 wc","place:islamabad",1
"person:imran khan","place:islamabad",1
"place:islamabad","place:pakistan",30
"person:hassan ali","person:pakistani",7
"organization:pakistan","organization:t20",85
"organization:twitter","person:shaheen afridi",3
"organization:australia 🏏🏏semi","place:pakistan",1
"person:matt wade","person:shaheen",1
"organization:pak","organization:pakistan",28
"organization:pakistan zindabad","place:pakistan",17
"person:hassan ali","person:shadab khan",5
"person:hasan","person:hasan ali",18
"person:hasan","person:shadab khan",1
"person:hassan ali","person:imad wasim qouta",1
"organization:icc","person:hassan ali",4
"organization:central punjab","organization:sindh",1
"person:hasan","place:pakistan",20
"organization:aussies","person:gautam gambhir",1
"organization:icc tournaments","place:australia",4
"person:babar azam","person:fakhar zaman",12
"person:babar azam","person:mohammed rizwan",1
"person:fakhar zaman","person:mohammed rizwan",2
"organization:viral pakistan","person:momin saqib",1
"organization:viral pakistan","place:pakistan",1
"person:momin saqib","place:pakistan",1
"person:mathew wade","person:michel hussy",1
"person:babar azam","place:t20",2
"organization:t20","person:wade",31
"organization:t20","organization:wi",1
"organization:t20","person:carlos braithwaite",1
"organization:t20","product:6s",1
"organization:wi","person:carlos braithwaite",1
"organization:wi","person:wade",1
"organization:wi","product:6s",1
"person:carlos braithwaite","person:wade",1
"person:carlos braithwaite","product:6s",1
"person:wade","product:6s",12
"person:matthew wade","person:phil",2
"person:matthew wade","person:phil hughes",2
"person:phil","person:phil hughes",2
"organization:t20","person:rizwan",15
"place:australia","place:icc",30
"person:lassan ali","person:podina afridi",2
"organization:ex-cricketers","organization:t20 worldcup",1
"organization:ex-cricketers","place:pakistan",1
"organization:t20 worldcup","place:pakistan",2
"person:hassan ali","person:shaheen",52
"person:hassan ali","person:wade",79
"person:shahid afridi","person:wade",4
"person:babar azam","place:islamabad",2
"person:babar azam","place:qatar airways",1
"place:dubai","place:islamabad",6
"place:dubai","place:qatar airways",1
"place:islamabad","place:qatar airways",1
"person:babar azam","place:karachi",4
"person:virat kohli","place:karachi",1
"person:virat kohli","place:pakistan",8
"person:shaheen afridi","person:shoaib malik",1
"person:shaheen afridi","place:pakistan",116
"other:allah","person:mohammad rizwan",2
"organization:big bash","person:glenn maxwell",1
"organization:big bash","person:haris rauf",1
"organization:australia","organization:tasman",5
"organization:australia","place:australia",161
"organization:pakistan","organization:tasman",7
"organization:tasman","person:matthew wade",10
"organization:tasman","place:australia",6
"organization:team pakistan","other:allah",15
"organization:team pakistan","person:insha",4
"other:allah","person:insha",14
"person:marsh smith warner","person:maxwell",1
"person:shaheen afridi","place:india",27
"place:karachi airport","place:pakistan",38
"person:cummins","person:hasan ali",8
"person:cummins","person:wade",5
"person:cummins","place:pakistan",8
"person:hasan ali","person:lossing",1
"person:mankading","person:starc",1
"organization:bcci","person:hasan ali",4
"organization:bcci","person:shaheen afridi",2
"place:islamabad airport","place:pakistan",14
"person:aaron finch","person:sachin tendulkar",1
"person:aaron finch","person:shaheen afridi",25
"person:sachin tendulkar","person:shaheen afridi",1
"organization:icc tournaments","organization:semis",1
"organization:aus","organization:t20",32
"organization:aus","person:glenn maxwell",1
"organization:aus","person:haris rauf",1
"organization:pak","person:glenn maxwell",2
"organization:pak","person:haris rauf",1
"organization:t20","person:glenn maxwell",1
"organization:t20","person:haris rauf",2
"person:hassan ali","person:matthew wade",33
"person:glenn maxwell","person:wade",1
"person:glenn maxwell","person:warner",2
"person:wade","person:warner",154
"person:ben stokes sania mirza","person:gambhir",1
"person:islam","person:shaikh rasheed",3
"person:islam","place:australia",37
"person:shaikh rasheed","place:australia",3
"person:shaikh rasheed","place:pakistan",2
"person:hasan ali","person:sunil gavaskar",2
"person:sunil gavaskar","place:pakistan",1
"person:matthew wade","person:michael hussey",50
"person:matthew wade","person:shaheen shah afridi",30
"organization:t20 world cup","person:hasan ali",4
"organization:t20 world cup","person:matthew wade",1
"organization:t20 world cup","place:australia",16
"organization:t20","person:shaheen afridi",6
"person:kl rahul","person:rohit sharma",2
"person:kl rahul","person:shaheen shah afridi",2
"person:kl rahul","person:virat kohli",2
"person:kl rahul","person:wade",1
"person:rohit sharma","person:shaheen shah afridi",5
"person:rohit sharma","person:virat kohli",4
"person:rohit sharma","person:wade",4
"person:shaheen shah afridi","person:virat kohli",1
"person:shaheen shah afridi","person:wade",12
"person:virat kohli","person:wade",2
"organization:australia semi","organization:national hockey stadium",1
"organization:australia semi","organization:youth affairs & sports department punjab",1
"organization:australia semi","place:lahore",1
"organization:australia semi","place:pakistan",3
"organization:national hockey stadium","organization:youth affairs & sports department punjab",1
"organization:national hockey stadium","place:lahore",3
"organization:national hockey stadium","place:pakistan",3
"organization:youth affairs & sports department punjab","place:lahore",1
"organization:youth affairs & sports department punjab","place:pakistan",1
"organization:indians","place:asia",3
"other:world cup","person:shoaib",1
"other:god","person:mohammad shami",1
"person:hassan ali","person:mohammad shami",7
"person:pak","place:bangladesh",2
"person:babu","person:hassan ali",1
"person:babu","place:pakistan",1
"person:matthew wade","person:stoinis",25
"organization:hindus","organization:t20 wc",1
"organization:hindus","person:islam",1
"organization:hindus","place:australia",1
"organization:hindus","place:india",1
"organization:t20 wc","person:islam",1
"organization:t20 wc","place:india",1
"organization:eng","place:nz",1
"organization:eng","place:pak",2
"person:pak minister","person:sheikh rasheed ahmad",1
"person:pak minister","place:australia",1
"person:pak minister","place:india",2
"person:pak minister","place:pakistan",2
"person:sheikh rasheed ahmad","place:australia",1
"person:sheikh rasheed ahmad","place:india",1
"person:sheikh rasheed ahmad","place:pakistan",1
"person:maxwell","person:shadab khan",30
"person:shadab","person:steve smith",8
"person:afridi","person:hassan ali",34
"other:t20 world cup","other:the t20 world cup",1
"other:t20 world cup","person:pak",3
"other:the t20 world cup","person:pak",1
"place:odi","place:t20",1
"person:hanuma vihari","place:sydney",1
"organization:t20","person:babar azam",11
"organization:t20","person:king kohli",1
"organization:t20","person:virat kohli",1
"person:babar azam","person:king kohli",2
